"Year" "Age" "mx" "qx" "ax" "lx" "dx" "Lx" "Tx" "ex"
"5218" 1980 "0" NA 0.006 NA NA NA NA NA NA
"5219" 1980 "1" NA 0.00147293102590762 NA NA NA NA NA NA
"5220" 1980 "2" NA 0.0013824540488269 NA NA NA NA NA NA
"5221" 1980 "3" NA 0.00129193587457229 NA NA NA NA NA NA
"5222" 1980 "4" NA 0.00120128305864017 NA NA NA NA NA NA
"5223" 1980 "5" NA 0.00111036944282725 NA NA NA NA NA NA
"5224" 1980 "6" NA 0.00101899471567643 NA NA NA NA NA NA
"5225" 1980 "7" NA 0.000926929367827194 NA NA NA NA NA NA
"5226" 1980 "8" NA 0.000833891931155417 NA NA NA NA NA NA
"5227" 1980 "9" NA 0.000739552996331957 NA NA NA NA NA NA
"5228" 1980 "10" NA 0.00064356255307776 NA NA NA NA NA NA
"5229" 1980 "11" NA 0.000545525468929141 NA NA NA NA NA NA
"5230" 1980 "12" NA 0.000445030234258196 NA NA NA NA NA NA
"5231" 1980 "13" NA 0.000341642018552273 NA NA NA NA NA NA
"5232" 1980 "14" NA 0.000234909157030557 NA NA NA NA NA NA
"5233" 1980 "15" NA 0.000124378407773761 NA NA NA NA NA NA
"5234" 1980 "16" NA 9.6019579588201e-06 NA NA NA NA NA NA
"5235" 1980 "17" NA 0.000109861002416361 NA NA NA NA NA NA
"5236" 1980 "18" NA 0.000234418389039456 NA NA NA NA NA NA
"5237" 1980 "19" NA 0.000364431223544207 NA NA NA NA NA NA
"5238" 1980 "20" NA 0.000500228896051952 NA NA NA NA NA NA
"5239" 1980 "21" NA 0.000642055519141395 NA NA NA NA NA NA
"5240" 1980 "22" NA 0.000790117399190426 NA NA NA NA NA NA
"5241" 1980 "23" NA 0.000944533867866001 NA NA NA NA NA NA
"5242" 1980 "24" NA 0.00110532366021865 NA NA NA NA NA NA
"5243" 1980 "25" NA 0.0012724493579565 NA NA NA NA NA NA
"5244" 1980 "26" NA 0.00144573303921919 NA NA NA NA NA NA
"5245" 1980 "27" NA 0.0016249174526677 NA NA NA NA NA NA
"5246" 1980 "28" NA 0.00180956853261673 NA NA NA NA NA NA
"5247" 1980 "29" NA 0.00199917340975129 NA NA NA NA NA NA
"5248" 1980 "30" NA 0.00219304200600759 NA NA NA NA NA NA
"5249" 1980 "31" NA 0.00239029440897319 NA NA NA NA NA NA
"5250" 1980 "32" NA 0.00258994246333 NA NA NA NA NA NA
"5251" 1980 "33" NA 0.00279072027644276 NA NA NA NA NA NA
"5252" 1980 "34" NA 0.00299124363312969 NA NA NA NA NA NA
"5253" 1980 "35" NA 0.00318987527138475 NA NA NA NA NA NA
"5254" 1980 "36" NA 0.00338469906516283 NA NA NA NA NA NA
"5255" 1980 "37" NA 0.00357364312554016 NA NA NA NA NA NA
"5256" 1980 "38" NA 0.00375424248789996 NA NA NA NA NA NA
"5257" 1980 "39" NA 0.00392386588059854 NA NA NA NA NA NA
"5258" 1980 "40" NA 0.00407953086031889 NA NA NA NA NA NA
"5259" 1980 "41" NA 0.00421787086860599 NA NA NA NA NA NA
"5260" 1980 "42" NA 0.00433530898199781 NA NA NA NA NA NA
"5261" 1980 "43" NA 0.00442774289403848 NA NA NA NA NA NA
"5262" 1980 "44" NA 0.00449085103300954 NA NA NA NA NA NA
"5263" 1980 "45" NA 0.00451985898409464 NA NA NA NA NA NA
"5264" 1980 "46" NA 0.00450949975279832 NA NA NA NA NA NA
"5265" 1980 "47" NA 0.00445424350432915 NA NA NA NA NA NA
"5266" 1980 "48" NA 0.00434791370287668 NA NA NA NA NA NA
"5267" 1980 "49" NA 0.00418406806630575 NA NA NA NA NA NA
"5268" 1980 "50" NA 0.00395572838202572 NA NA NA NA NA NA
"5269" 1980 "51" NA 0.00365533378167281 NA NA NA NA NA NA
"5270" 1980 "52" NA 0.00327503683397382 NA NA NA NA NA NA
"5271" 1980 "53" NA 0.00280632244072101 NA NA NA NA NA NA
"5272" 1980 "54" NA 0.00224033860788066 NA NA NA NA NA NA
"5273" 1980 "55" NA 0.00156755342504973 NA NA NA NA NA NA
"5274" 1980 "56" NA 0.000778154308469481 NA NA NA NA NA NA
"5275" 1980 "57" NA 0.000138222885640363 NA NA NA NA NA NA
"5276" 1980 "58" NA 0.00119248812719693 NA NA NA NA NA NA
"5277" 1980 "59" NA 0.00239580913187389 NA NA NA NA NA NA
"5278" 1980 "60" NA 0.00375994946649762 NA NA NA NA NA NA
"5279" 1980 "61" NA 0.00529690026672083 NA NA NA NA NA NA
"5280" 1980 "62" NA 0.00701904322184683 NA NA NA NA NA NA
"5281" 1980 "63" NA 0.00893914314521057 NA NA NA NA NA NA
"5282" 1980 "64" NA 0.011070111908609 NA NA NA NA NA NA
"5283" 1980 "65" NA 0.0134251450996937 NA NA NA NA NA NA
"5284" 1980 "66" NA 0.0160175233416893 NA NA NA NA NA NA
"5285" 1980 "67" NA 0.0188605816679755 NA NA NA NA NA NA
"5286" 1980 "68" NA 0.021967661153418 NA NA NA NA NA NA
"5287" 1980 "69" NA 0.0253520170572656 NA NA NA NA NA NA
"5288" 1980 "70" NA 0.0290265694414214 NA NA NA NA NA NA
"5289" 1980 "71" NA 0.0330040588766739 NA NA NA NA NA NA
"5290" 1980 "72" NA 0.0372967129657595 NA NA NA NA NA NA
"5291" 1980 "73" NA 0.0419161428158874 NA NA NA NA NA NA
"5292" 1980 "74" NA 0.0468735438012722 NA NA NA NA NA NA
"5293" 1980 "75" NA 0.0521789691678993 NA NA NA NA NA NA
"5294" 1980 "76" NA 0.057841955367268 NA NA NA NA NA NA
"5295" 1980 "77" NA 0.0638708134374318 NA NA NA NA NA NA
"5296" 1980 "78" NA 0.0702724216990942 NA NA NA NA NA NA
"5297" 1980 "79" NA 0.0770528373980944 NA NA NA NA NA NA
"5298" 1980 "80" NA 0.084216034935734 NA NA NA NA NA NA
"5299" 1980 "81" NA 0.0917649238607427 NA NA NA NA NA NA
"5300" 1980 "82" NA 0.0997002371560977 NA NA NA NA NA NA
"5301" 1980 "83" NA 0.108021743599456 NA NA NA NA NA NA
"5302" 1980 "84" NA 0.11672710525962 NA NA NA NA NA NA
"5303" 1980 "85" NA 0.125811858328217 NA NA NA NA NA NA
"5304" 1980 "86" NA 0.135270439323131 NA NA NA NA NA NA
"5305" 1980 "87" NA 0.145094591880583 NA NA NA NA NA NA
"5306" 1980 "88" NA 0.155274978352667 NA NA NA NA NA NA
"5307" 1980 "89" NA 0.165800179622622 NA NA NA NA NA NA
"5308" 1980 "90" NA 0.176656571653863 NA NA NA NA NA NA
"5309" 1980 "91" NA 0.187829554545616 NA NA NA NA NA NA
"5310" 1980 "92" NA 0.199302421796453 NA NA NA NA NA NA
"5311" 1980 "93" NA 0.211057642123398 NA NA NA NA NA NA
"5312" 1980 "94" NA 0.223076273017062 NA NA NA NA NA NA
"5313" 1980 "95" NA 0.235338199033129 NA NA NA NA NA NA
"5314" 1980 "96" NA 0.247822877350768 NA NA NA NA NA NA
"5315" 1980 "97" NA 0.260508930446648 NA NA NA NA NA NA
"5316" 1980 "98" NA 0.273374731431285 NA NA NA NA NA NA
"5317" 1980 "99" NA 0.286398558516865 NA NA NA NA NA NA
"5318" 1980 "100" NA 0.299558920680167 NA NA NA NA NA NA
"5319" 1980 "101" NA 0.312834705725031 NA NA NA NA NA NA
"5320" 1980 "102" NA 0.32620604530842 NA NA NA NA NA NA
"5321" 1980 "103" NA 0.339653705109145 NA NA NA NA NA NA
"5322" 1980 "104" NA 0.353160195259151 NA NA NA NA NA NA
"5323" 1980 "105" NA 0.366710157824475 NA NA NA NA NA NA
"5324" 1980 "106" NA 0.380289489769704 NA NA NA NA NA NA
"5325" 1980 "107" NA 0.393887298778089 NA NA NA NA NA NA
"5326" 1980 "108" NA 0.407494413852782 NA NA NA NA NA NA
"5327" 1980 "109" NA 0.421105338557859 NA NA NA NA NA NA
"5328" 1980 "110+" NA 1 NA NA NA NA NA NA
"5329" 1981 "0" NA 0.006 NA NA NA NA NA NA
"5330" 1981 "1" NA 0.00141710891142382 NA NA NA NA NA NA
"5331" 1981 "2" NA 0.00132974834082399 NA NA NA NA NA NA
"5332" 1981 "3" NA 0.0012423488760142 NA NA NA NA NA NA
"5333" 1981 "4" NA 0.00115482169580564 NA NA NA NA NA NA
"5334" 1981 "5" NA 0.0010670465755979 NA NA NA NA NA NA
"5335" 1981 "6" NA 0.000978831823092572 NA NA NA NA NA NA
